link,title,description,published,date_updated
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::dc-public-schools-comprehensive-staffing-model-fy2015-to-fy2018,DC Public Schools Comprehensive Staffing Model FY2015 to FY2018,"The District of Columbia Public Schools (DCPS) Comprehensive Staffing Model (CSM) provides schools staff positions based on the school’s expected enrollment and the staffing model for that school type (e.g. elementary school). Some positions are required while others are not required. Funding for non-required positions is provided as flexible money. Visit the DC Council Office of the Budget Director website for further documentation.On the left-hand side, this dashboard visualizes the CSM and its changes from year-to-year by position. On the right-hand side, it includes positions funded under school-based budgets as of October 1 for each fiscal year. This means that the data does not include any positions funded under the School Support and Central Office divisions that may serve students in schools. You will notice that one of the school options is listed as “Schoolwide.” This is a budget line that includes positions for various locations— see the second  tab, “Schoolwide Positions” to see which positions are funded at various locations.",2019-07-31 19:31:19+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::dc-public-schools-budget-expenditures-and-hr-fy2015-to-fy2018,DC Public Schools Budget Expenditures and HR FY2015 to FY2018,"The Council’s District of Columbia Public School’s (DCPS) Dashboard is an interactive data visualization tool, built in Tableau, that allows users to analyze the agency’s operating budget, expenditure, human resources (HR), and programmatic data. This tool is intended to assist the public in better understanding one of the District’s most complex budgets from fiscal year (FY) 2015 -2018. Please click here for a quick guide on how to use this dashboard. Visit the DC Council Office of the Budget Director website for further documentation.This dashboard blends various data from the District’s official financial and human resources systems. Other data sources for PARCC, enrollment, and star ratings were obtained from the Office of the State Superintendent of Education (OSSE). The human resources data is a snapshot as of October 1 of each fiscal year from the District’s official human resources system.",2019-07-31 19:33:23+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::dcps-school-level-budgets-mayoral-submission-fy20-proposed-vs-fy19-approved,DCPS School-level Budgets: Mayoral Submission FY20 Proposed vs FY19 Approved,"The FY2020 DCPS School-level Budgets: FY20 Proposed (Mayoral Submission) vs FY19 Approved Dashboard was developed by the Budget Office and is an interactive data visualization tool, built in Tableau, that allows users to view the Mayor’s proposed FY20 budget released on March 20, 2019 for individual District of Columbia Public Schools’ (DCPS) school-level budgets. Users are able to select individual DCPS schools and a school-wide summary to compare the Mayor’s proposed FY20 budget versus FY19 approved budget for the first two tabs. This dashboard blends data from the District’s official financial system. Audited enrollment data was obtained from the Office of the State Superintendent of Education (OSSE). Visit the DC Council Office of the Budget Director website for further documentation.",2019-07-31 19:35:46+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::edscape,EdScape,"EdScape Beta, short for “education landscape,” provides information critical to making decisions about whether, where, and what type of public schools, school facilities, and school programs are needed in Washington, DC. This new set of information from the Office of the Deputy Mayor for Education (DME) is intended for policymakers, school leaders, and the public. This information will support data transparency and building a coherent public education system.EdScape Beta is organized by individual chapters with interactive Tableau dashboards that allow visitors to dig into the information and analyze it by grade band (elementary, middle, high, or adult/alternative), area of the city (ward or neighborhood cluster), or by sector (DCPS or public charter). Each of the dashboards also has downloadable Excel data file that can be used with other software. Each chapter also includes a PDF document that summarizes the information for ease of use.",2019-07-31 19:38:34+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::public-life-in-dc,Public Life in DC,,2019-08-05 19:58:36+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::dc-forecasted-activity,DC Forecasted Activity,"The Office of Planning prepares a long-range forecast of job, household, and population growth every few years for the Metropolitan Washington Council of Governments’ (COG) regional transportation planning efforts. This application maps the forecast across DC in 5-year increments through 2045, showing relative ""activity density""; a measure the combined forecasted population and jobs per acre.",2019-08-05 20:01:35+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::lidar-grid-tiles,LiDAR Grid Tiles,"LiDAR point cloud data for Washington, DC is available for anyone to use on Amazon S3 by downloading individual LAS tiles for 2015 and 2018. Portions of DC were required to be redacted. In these cases, tiles with shaded areas will contain partial data while the remaining sections of the tile are at 1 meter redaction.LiDAR is a remote sensing method that emits hundreds of thousands of near-infrared light pulses a second to measure distances to the Earth. These light pulses generate precise, 3D information about the shape of the Earth and its surface characteristics.",2019-08-07 17:58:57+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::taxi-trips-in-2015,Taxi Trips in 2015,"Taxi trip data provided as a zip file containing pipe (|) delimited text files or csv for trips by month. DFHV provided OCTO with a taxicab trip text file representing trips. OCTO processed the data to assign a block locations to pick up and drop off locations. The blocks were assigned using the original pick up, drop off lat/long coordinates and searching for the block locations in the DC Master Address Repository (radius tolerance of 250 meters and less). The pick and drop off times were also rounded to the nearest hour.In addition, the pick up and drop off locations were assigned to an airport using locator polygons for Reagan, BWI, and Dulles.  These polygons generally followed the visual borders of these airports.The Department of For Hire Vehicles continues its growing investment in good governance and public transparency with data sets, research reports, and taxicab trip ratings available for review below. Access to information enables the public to engage in more robust debates about DFHV regulations and programs; better inform the public about the industry and agency policies; encourage innovators to design new programs; and help improve safety. The data provided herein is derived from electronic sources the accuracy of which cannot be guaranteed. While DFHV strives to provide data that is accurate and current, all data provided is for informational purposes only. The District of Columbia disclaims all liability for errors, omissions, completeness, accuracy and currentness of the data provided herein. Use of data provided herein constitutes acceptance of these terms. Revisions to the dashboard have included the addition of Transport DC data and an update to address inaccurate data that was inadvertently posted due to a technical glitch.",2019-08-12 12:57:58+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::taxi-trips-in-2016,Taxi Trips in 2016,"Taxi trip data provided as a zip file containing pipe (|) delimited text files or csv for trips by month. DFHV provided OCTO with a taxicab trip text file representing trips. OCTO processed the data to assign a block locations to pick up and drop off locations. The blocks were assigned using the original pick up, drop off lat/long coordinates and searching for the block locations in the DC Master Address Repository (radius tolerance of 250 meters and less). The pick and drop off times were also rounded to the nearest hour.In addition, the pick up and drop off locations were assigned to an airport using locator polygons for Reagan, BWI, and Dulles.  These polygons generally followed the visual borders of these airports.The Department of For Hire Vehicles continues its growing investment in good governance and public transparency with data sets, research reports, and taxicab trip ratings available for review below. Access to information enables the public to engage in more robust debates about DFHV regulations and programs; better inform the public about the industry and agency policies; encourage innovators to design new programs; and help improve safety. The data provided herein is derived from electronic sources the accuracy of which cannot be guaranteed. While DFHV strives to provide data that is accurate and current, all data provided is for informational purposes only. The District of Columbia disclaims all liability for errors, omissions, completeness, accuracy and currentness of the data provided herein. Use of data provided herein constitutes acceptance of these terms. Revisions to the dashboard have included the addition of Transport DC data and an update to address inaccurate data that was inadvertently posted due to a technical glitch.",2019-08-12 13:12:17+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::taxi-trips-in-2017,Taxi Trips in 2017,"Taxi trip data provided as a zip file containing pipe (|) delimited text files or csv for trips by month. DFHV provided OCTO with a taxicab trip text file representing trips. OCTO processed the data to assign a block locations to pick up and drop off locations. The blocks were assigned using the original pick up, drop off lat/long coordinates and searching for the block locations in the DC Master Address Repository (radius tolerance of 250 meters and less). The pick and drop off times were also rounded to the nearest hour.In addition, the pick up and drop off locations were assigned to an airport using locator polygons for Reagan, BWI, and Dulles.  These polygons generally followed the visual borders of these airports.The Department of For Hire Vehicles continues its growing investment in good governance and public transparency with data sets, research reports, and taxicab trip ratings available for review below. Access to information enables the public to engage in more robust debates about DFHV regulations and programs; better inform the public about the industry and agency policies; encourage innovators to design new programs; and help improve safety. The data provided herein is derived from electronic sources the accuracy of which cannot be guaranteed. While DFHV strives to provide data that is accurate and current, all data provided is for informational purposes only. The District of Columbia disclaims all liability for errors, omissions, completeness, accuracy and currentness of the data provided herein. Use of data provided herein constitutes acceptance of these terms. Revisions to the dashboard have included the addition of Transport DC data and an update to address inaccurate data that was inadvertently posted due to a technical glitch.",2019-08-12 13:15:21+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::taxi-trips-in-2018,Taxi Trips in 2018,"Taxi trip data provided as a zip file containing pipe (|) delimited text files or csv for trips by month. DFHV provided OCTO with a taxicab trip text file representing trips. OCTO processed the data to assign a block locations to pick up and drop off locations. The blocks were assigned using the original pick up, drop off lat/long coordinates and searching for the block locations in the DC Master Address Repository (radius tolerance of 250 meters and less). The pick and drop off times were also rounded to the nearest hour.In addition, the pick up and drop off locations were assigned to an airport using locator polygons for Reagan, BWI, and Dulles.  These polygons generally followed the visual borders of these airports.The Department of For Hire Vehicles continues its growing investment in good governance and public transparency with data sets, research reports, and taxicab trip ratings available for review below. Access to information enables the public to engage in more robust debates about DFHV regulations and programs; better inform the public about the industry and agency policies; encourage innovators to design new programs; and help improve safety. The data provided herein is derived from electronic sources the accuracy of which cannot be guaranteed. While DFHV strives to provide data that is accurate and current, all data provided is for informational purposes only. The District of Columbia disclaims all liability for errors, omissions, completeness, accuracy and currentness of the data provided herein. Use of data provided herein constitutes acceptance of these terms. Revisions to the dashboard have included the addition of Transport DC data and an update to address inaccurate data that was inadvertently posted due to a technical glitch.",2019-08-12 13:17:36+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::taxi-trips-in-2019,Taxi Trips in 2019,"Taxi trip data provided as a zip file containing pipe (|) delimited text files or csv for trips by month. DFHV provided OCTO with a taxicab trip text file representing trips. OCTO processed the data to assign a block locations to pick up and drop off locations. The blocks were assigned using the original pick up, drop off lat/long coordinates and searching for the block locations in the DC Master Address Repository (radius tolerance of 250 meters and less). The pick and drop off times were also rounded to the nearest hour.In addition, the pick up and drop off locations were assigned to an airport using locator polygons for Reagan, BWI, and Dulles.  These polygons generally followed the visual borders of these airports.The Department of For Hire Vehicles continues its growing investment in good governance and public transparency with data sets, research reports, and taxicab trip ratings available for review below. Access to information enables the public to engage in more robust debates about DFHV regulations and programs; better inform the public about the industry and agency policies; encourage innovators to design new programs; and help improve safety. The data provided herein is derived from electronic sources the accuracy of which cannot be guaranteed. While DFHV strives to provide data that is accurate and current, all data provided is for informational purposes only. The District of Columbia disclaims all liability for errors, omissions, completeness, accuracy and currentness of the data provided herein. Use of data provided herein constitutes acceptance of these terms. Revisions to the dashboard have included the addition of Transport DC data and an update to address inaccurate data that was inadvertently posted due to a technical glitch.",2019-08-12 13:19:36+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::adult-arrests,Adult Arrests,"The Metropolitan Police Department collects race and ethnicity data according to the United States Census Bureau standards (https://www.census.gov/topics/population/race/about.html). Hispanic, which was previously categorized under the Race field prior to August 2015, is now captured under Ethnicity. All records prior to August 2015 have been updated to “Unknown (Race), Hispanic (Ethnicity)”. Race, ethnicity and gender data are based on officer observation, which may or may not be accurate.MPD cannot release exact addresses to the general public unless proof of ownership or subpoena is submitted. The GeoX and GeoY values represent the block location (approximately 232 ft. radius) as of the date of the arrest and offense. Arrest and offense addresses that could not be geocoded are included as an “unknown” value.Arrestee age is calculated based on the number of days between the self-reported or verified date of birth (DOB) of the arrestee and the date of the arrest; DOB data may not be accurate if self-reported, and an arrestee may refuse to provide his or her date of birth. Due to the sensitive nature of juvenile data and to protect the arrestee’s confidentiality, any arrest records for defendants under the age of 18 or with missing age are excluded in this dataset.The Criminal Complaint Number (CCN) and arrest number have also been anonymized.This data may not match other arrest data requests that may have included all law enforcement agencies in the District or all arrest charges. Arrest totals are subject to change and may be different than MPD Annual Report totals or other publications due to inclusion of juvenile arrest summary, expungements, investigation updates, data quality audits, etc.",2019-09-09 18:20:34+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::marijuana-arrests,Marijuana Arrests,"This data includes arrests made by the Metropolitan Police Department (MPD). The data represents individuals arrested with a marijuana charge, regardless of whether there was a more serious secondary charge. If an arrestee was charged with multiple marijuana charges, the arrest is only counted once under the more serious charge type (Distribution &gt; Possession with Intent to Distribute &gt; Possession &gt; Public Consumption).MPD collects race and ethnicity data according to the United States Census Bureau standards (https://www.census.gov/topics/population/race/about.html). Hispanic, which was previously categorized under the Race field prior to August 2015, is now captured under Ethnicity. All records prior to August 2015 have been updated to “Unknown (Race), Hispanic (Ethnicity)”. Race and ethnicity data are based on officer observation, which may or may not be accurate.MPD cannot release exact addresses to the general public unless proof of ownership or subpoena is submitted. The GeoX and GeoY values represent the block location (approximately 232 ft. radius) as of the date of the arrest. Due to the Department’s redistricting efforts in 2012 and 2017, data may not be comparable in some years.Arrestee age is calculated based on the number of days between the self-reported or verified date of birth (DOB) of the arrestee and the date of the arrest; DOB data may not be accurate if selfreported or if the arrestee refused to provide it.Due to the sensitive nature of juvenile data and to protect the arrestee’s confidentiality, any arrest records for defendants under the age of 18 have been coded as “Juvenile” for the following fields:• Arrest Time• CCN• Age• Offense Location Block GeoX/Y• Defendant Race• Defendant Ethnicity• Defendant Sex• Arrest Location Block Address• Arrest Location Block GeoX/YThis data may not match other marijuana data requests that may have included all law enforcement agencies in the District, or only the most serious charge. Figures are subject to change due to record sealing, expungements, and data quality audits.",2019-09-09 18:28:18+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::dmv-business-information,DMV Business Information,"This dataset contains DMV business customer information. Typically DMV business customers are entities that can carry out customer transactions, on behalf of the DMV, to obtain various approved services such as tags and titling of vehicles. These entities could be dealerships, registered vehicle owners, title holders, government agencies and so forth.",2019-09-09 18:38:11+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::dmv-driver-licenses,DMV Driver Licenses,"This dataset contains the active driver license information. The dataset only includes customer age, type of license( meaning noncommercial license or commercial license), permit type ( meaning learners, provisional, temporary, and regular), if it is real-id or not validated license, license expiration date, and status of the license.",2019-09-09 18:45:15+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::dmv-identification-cards,DMV Identification Cards,"This dataset contains the active ID Card information issued to a customer. The information only includes age, id card type (regular or under 21), real ID or not validated, id card expiration date, and id card status.",2019-09-09 18:52:46+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::2018-lidar-digital-surface-model,2018 LiDAR - Digital Surface Model,"Digital Surface Model - 1m resolution. The dataset contains the 1m Digital Surface Model for the Washington Area. Voids exist in the data due to data redaction conducted under the guidance of the United States Secret Service. All lidar data returns and collected data were removed from the dataset based on the redaction footprint shapefile generated in 2017. This dataset provided as an ArcGIS Image service. Please note, the download feature for this image service in Open Data DC provides a compressed PNG, JPEG or TIFF. The compressed GeoTIFF raster dataset is available under additional options when viewing downloads.",2019-09-16 18:28:11+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::aerial-photography-orthophoto-2017,Aerial Photography (Orthophoto) - 2017,"2017
		Orthophoto - 3 inch resolution imagery service. Data produced for the District of Columbia from 2017
		digital aerial photography. It was flown in early March, completed on March 8,
		2017. Due to
		technical difficulties, the downtown area is not comprised of true
		orthoimagery. The contractor worked to minimize building lean by using the
		increased side-lap of imagery. The
		aerial imagery acquisition was flown to support the creation of 4-band digital
		orthophotography with a 3 inch/0.08 meter pixel resolution over the full
		project area covering the District of Columbia which is approximately 69 square
		miles. The contractor received waivers to fly in the Flight Restricted Zone
		(FRZ) and P-56 areas. The ortho imagery was submitted to the District's Chief
		Technology Office (OCTO) in GeoTiff/TFW format tiles following the tile scheme
		provided by OCTO. MrSID and JPEG2000 compressed mosaics were delivered as well
		using a 50:1 compression ratio. All
		District geospatial data is stored and exported in Maryland State Plane
		coordinates NAD 83 meters. This dataset provided as an ArcGIS Image service. Please note, the download feature for this image service in Open Data DC provides a compressed PNG, JPEG or TIFF. The compressed MrSID or JPEG2000 mosaic raster datasets are available under additional options when viewing downloads. Requests for the individual GeoTIFF set of images should be sent to open.data@dc.gov.",2019-09-30 15:24:52+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::moving-violations-issued-in-july-2019,Moving Violations Issued in July 2019,"Moving citation locations in the District of Columbia. The Vision Zero data contained in this layer pertain to moving violations issued by the District of Columbia's Metropolitan Police Department (MPD) and partner agencies with the authority. For example, DC's enforcement camera program cites speeders, blocking the box, and other moving offenses.. Moving violation locations are summarized ticket counts based on time of day, week of year, year, and category of violation.Data was originally downloaded from the District Department of Motor Vehicle's eTIMS meter work order management system. Data was exported into DDOT’s SQL server, where the Office of the Chief Technology Officer (OCTO) geocoded citation data to the street segment level. Data was then visualized using the street segment centroid coordinates.",2019-10-08 18:37:56+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::moving-violations-issued-in-august-2019,Moving Violations Issued in August 2019,"Moving citation locations in the District of Columbia. The Vision Zero data contained in this layer pertain to moving violations issued by the District of Columbia's Metropolitan Police Department (MPD) and partner agencies with the authority. For example, DC's enforcement camera program cites speeders, blocking the box, and other moving offenses.. Moving violation locations are summarized ticket counts based on time of day, week of year, year, and category of violation.Data was originally downloaded from the District Department of Motor Vehicle's eTIMS meter work order management system. Data was exported into DDOT’s SQL server, where the Office of the Chief Technology Officer (OCTO) geocoded citation data to the street segment level. Data was then visualized using the street segment centroid coordinates.",2019-10-08 18:40:25+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::parking-violations-issued-in-july-2019,Parking Violations Issued in July 2019,"Parking citation locations in the District of Columbia. The Vision Zero data contained in this layer pertain to parking violations issued by the District of Columbia's Metropolitan Police Department (MPD) and partner agencies with the authority. For example, the District Department of Transportation's (DDOT) traffic control officers write parking violations to prevent congestion through enforcement and control at intersections.Parking violation locations are summarized ticket counts based on time of day, week of year, year, and category of violation.Data was originally downloaded from the District Department of Motor Vehicle's eTIMS meter work order management system. Data was exported into DDOT’s SQL server, where the Office of the Chief Technology Officer (OCTO) geocoded citation data to the street segment level. Data was then visualized using the street segment centroid coordinates.",2019-10-08 18:43:14+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::parking-violations-issued-in-august-2019,Parking Violations Issued in August 2019,"Parking citation locations in the District of Columbia. The Vision Zero data contained in this layer pertain to parking violations issued by the District of Columbia's Metropolitan Police Department (MPD) and partner agencies with the authority. For example, the District Department of Transportation's (DDOT) traffic control officers write parking violations to prevent congestion through enforcement and control at intersections.Parking violation locations are summarized ticket counts based on time of day, week of year, year, and category of violation.Data was originally downloaded from the District Department of Motor Vehicle's eTIMS meter work order management system. Data was exported into DDOT’s SQL server, where the Office of the Chief Technology Officer (OCTO) geocoded citation data to the street segment level. Data was then visualized using the street segment centroid coordinates.",2019-10-08 18:45:42+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::dmv-disability-placard,DMV Disability Placard,"On behalf of the District Department of Transportation (DDOT), which regulates parking in the District, DC DMV issues three types of disability placards or permits, one-week permits, temporary placards, and long-term placards, all described below.One-Week PermitsYou can get a one-week disability permit if you only require the placard for a week or less (or you have a visitor who requires it), you have a short-term disability, or your vehicle with disability tags is being repaired. For a one-week permit, you do not need a doctor’s certification. The one-week permit is not renewable within a one-year period.Temporary PlacardsYou can get a temporary disability placard if you have a physical condition that substantially impairs your mobility that is expected to last no longer than 8 years. Your medical practitioner must certify the application and indicate the expected length of your disability. If you find you need your disabled privileges longer, you must submit a new application with a medical practitioner's certification.Long-Term PlacardsYou can get a long-term disability if you have a long-term disability. The list of qualifying disabilities is included on the application for the placard. You do not need a medical practitioner's certification if you have an obvious missing lower extremity or you use a motorized wheelchair.The long-term placard is valid up to 8 years to coincide with the expiration of your driver license or identification card. To renew it, you must submit a new application with a medical practitioner's certification.Temporary and long-term placards expire on the last day of the month and year indicated on the placard.Placards or permits should be hung from the rearview mirror while the vehicle is parked in a space authorized for the disabled and must be displayed and readable from the front windshield. They must be removed from the rearview mirror while the vehicle is in motion.",2019-10-16 14:02:07+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::dmv-personalized-license-plates,DMV Personalized License Plates,"DC DMV offers 3 types of personalized vehicle tags:Standard (for automobiles): May contain up to 7 letters, the numbers 1 through 9, and/or spacesMotorcycle: May contain up to 5 letters, the numbers 1 through 9, and/or spacesDisability: May contain up to 5 letters, the numbers 1 through 9, and/or spacesNo punctuation or symbols are permitted on DC DMV personalized tags. DC DMV reserves the right to reject any combination of letters or numbers that may be deemed offensive. Please review your personalized tag order. Once you accept this order, you cannot change or cancel it. A non-refundable reservation fee of $100 is due when the order is placed. A personalized tag request may take up to 8 weeks to fulfill. You will receive a letter in the mail when your personalized tag is available for pick-up. DC DMV will email you if you have provided your email address.You—if you are the registered owner of the vehicle—can request personalized tags online, by mail, or in person. NOTE: Per District law, personalized tags cannot be issued to vehicles registered to business or government entities.",2019-10-16 14:05:13+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::dmv-reciprocity-parking-permit,DMV Reciprocity Parking Permit,"DC DMV issues vehicle registration reciprocity privileges to people who are permanent residents in other jurisdictions, but who, by law, are allowed reciprocal residency privileges in the District. Reciprocity privileges are also issued to some District residents who are unable to obtain District tags. Reciprocity privileges are available toFull-time students attending a college or university in the District of ColumbiaMember of Congress or personal staff members of a member of Congress (and District resident spouses and dependents)Presidential appointeesUS military personnel on active dutyDiplomatsPart-time District residentsDistrict residents with take home company vehiclesIf you qualify for reciprocity and you live on a street zoned for residential parking, you may obtain a Residential Parking Permit (RPP) for your vehicle for an additional fee. Reciprocity does not give you parking privileges in restricted areas. Streets zoned for residential parking will have street signs indicating a 2-hour parking limit for vehicles without a permit.To qualify for a reciprocity permit, you must meet the criteria for your category, present the documents required for your category) at a DC DMV service center, and pay applicable permit fees. You can also apply for an RPP if you need one.",2019-10-16 14:07:20+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::aids-drug-assistance-program,AIDS Drug Assistance Program,"Dataset provided by DC Health. The AIDS Drug Assistance Program (ADAP) operates in the District of Columbia and in all 50 states, Guam, Northern Mariana Islands, Puerto Rico, and the Virgin Islands. The program is authorized under Title II of the Ryan White Comprehensive AIDS Resources Emergency (CARE) Act and provides HIV-related prescription drugs to under-insured and uninsured individuals living with HIV/AIDS. Enrolling in the DC AIDS Drug Assistance Program is as easy as clicking on the button below.",2019-10-22 12:56:55+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::moving-violations-issued-in-september-2019,Moving Violations Issued in September 2019,"Moving citation locations in the District of Columbia. The Vision Zero data contained in this layer pertain to moving violations issued by the District of Columbia's Metropolitan Police Department (MPD) and partner agencies with the authority. For example, DC's enforcement camera program cites speeders, blocking the box, and other moving offenses.. Moving violation locations are summarized ticket counts based on time of day, week of year, year, and category of violation.Data was originally downloaded from the District Department of Motor Vehicle's eTIMS meter work order management system. Data was exported into DDOT’s SQL server, where the Office of the Chief Technology Officer (OCTO) geocoded citation data to the street segment level. Data was then visualized using the street segment centroid coordinates.",2019-10-22 14:12:22+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::parking-violations-issued-in-september-2019,Parking Violations Issued in September 2019,"Parking citation locations in the District of Columbia. The Vision Zero data contained in this layer pertain to parking violations issued by the District of Columbia's Metropolitan Police Department (MPD) and partner agencies with the authority. For example, the District Department of Transportation's (DDOT) traffic control officers write parking violations to prevent congestion through enforcement and control at intersections.Parking violation locations are summarized ticket counts based on time of day, week of year, year, and category of violation.Data was originally downloaded from the District Department of Motor Vehicle's eTIMS meter work order management system. Data was exported into DDOT’s SQL server, where the Office of the Chief Technology Officer (OCTO) geocoded citation data to the street segment level. Data was then visualized using the street segment centroid coordinates.",2019-10-22 14:15:19+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::contracts-and-procurement-transparency-portal,Contracts and Procurement Transparency Portal,"The Contracts and Procurement Transparency Portal was created by the Office of Contracting and Procurement (OCP) as a public clearinghouse for all information related to the District Government’s contracting and procurement efforts.This portal is broken down into 6 modules, they are as follows: Forecast, Solicitations, Contracts, Purchase Orders, Payments and Independent Agencies. Each of these can be individually download via filters in the application and also in Open Data DC.",2019-10-30 15:23:01+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::2018-lidar-normalized-digital-surface-model,2018 LiDAR - Normalized Digital Surface Model,"Normalized Digital Surface Model - 1m resolution. The dataset contains the Normalized Digital Surface Model for the Washington Area. Voids exist in the data due to data redaction conducted under the guidance of the United States Secret Service. All lidar data returns and collected data were removed from the dataset based on the redaction footprint shapefile generated in 2017. This dataset provided as an ArcGIS Image service. Please note, the download feature for this image service in Open Data DC provides a compressed PNG, JPEG or TIFF. The compressed GeoTIFF raster dataset is available under additional options when viewing downloads.",2019-11-06 14:42:43+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::2018-lidar-hydro-enforced-digital-terrain-model,2018 LiDAR - Hydro Enforced Digital Terrain Model,"The hydro-flattened bare earth DEM was generated using the 2018 DC lidar bare earth points and 3D hydro breaklines to a resolution of 1 m. The bare earth points that fell within 1NPS along the hydro breaklines were excluded from the DEM generation process and put into class 20 – ignored ground. This is analogous to the removal of mass points for the same reason in a traditional photogrammetrically compiled DTM. This process was done in batch using proprietary software. The technicians then used proprietary software for the production of the lidar-derived hydro-flattened bare earth DEM surface in initial grid format at 1 m GSD. Water bodies (inland ponds and lakes), inland streams and rivers, and island holes were hydro-flattened within the DEM. Once the initial, hydro-flattened bare earth DEM was generated, the tiles were checked to ensure that the grid spacing met specifications. The surface was also checked to ensure proper hydro-flattening.This dataset provided as an ArcGIS Image service. Please note, the download feature for this image service in Open Data DC provides a compressed PNG, JPEG or TIFF. The compressed GeoTIFF raster dataset is available under additional options when viewing downloads.",2019-11-06 14:58:06+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::2018-lidar-classified-las,2018 LiDAR - Classified LAS,"The point cloud was delivered with data in the following classifications: Class 1 - Processed but Unclassified; Class 2 - Bare Earth Ground; Class 3 - Low Vegetation; Class 4 - Medium Vegetation; Class 5 - High Vegetation, Class 6 - Buildings; Class 7 - Low Point (Noise); Class 9 - Water; Class 17 - Bridge Decks; Class 18 - High Noise; Class 20 - Ignored Ground.",2019-11-06 15:12:18+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::district-boards-commissions-and-councils,District Boards Commissions and Councils,"The District of Columbia Mayor has structurally aligned boards and commissions with programmatic and operational clusters in District government. Most boards and commissions are governed by an organizational functions of an executive agency and have an administrator as a primary liaison. District boards and commissions vary in size and complexity, yet all are designed to help shape and influence critical decisions and services for District residents. As a result, Board members must have experience, dedication and commitment to service. The Mayor makes appointments to over 180 different public bodies, including boards and commissions, independent agencies, advisory groups, task forces and organizations. DC boards and commissions provide guidance to District Government functions and/or engage subject matter experts and community leaders. Boards fall into the following categories,Advisory boards – commissioners provide personal and professional subject matter expertise and make recommendations to the Mayor and District Agencies in specific topics.Licensing and regulatory boards – commissioners with professional and personal expertise in subject matter help develop standards for licensed professions. These boards may also establish regulatory standards for professions and District Agencies.Policymaking boards – commissioners with District Agencies to shape policy.Managing boards – Independent agencies with Board of Directors who provide governance and serve a fiduciary role in leading the organization.",2019-12-10 14:45:48+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::moving-violations-issued-in-october-2019,Moving Violations Issued in October 2019,"Moving citation locations in the District of Columbia. The Vision Zero data contained in this layer pertain to moving violations issued by the District of Columbia's Metropolitan Police Department (MPD) and partner agencies with the authority. For example, DC's enforcement camera program cites speeders, blocking the box, and other moving offenses.. Moving violation locations are summarized ticket counts based on time of day, week of year, year, and category of violation.Data was originally downloaded from the District Department of Motor Vehicle's eTIMS meter work order management system. Data was exported into DDOT’s SQL server, where the Office of the Chief Technology Officer (OCTO) geocoded citation data to the street segment level. Data was then visualized using the street segment centroid coordinates.",2019-12-10 15:12:38+00:00,
